brazo,mod,bloque,solap_AB,lam,piso,seed,n1,n3,nB,nB3,wB_ext,wB_pre,wB_post,W_A,W_B,Wp_B,Wn_B,techo_B,splits,celdas,deaths
exp2,v7g,A,0,0.05,0.0,1,19,16,293,71,0.9999991869030759,,,1.0,-3.0,0.02,3.01,0,9,39,311
exp2,v7g,A,0,0.05,0.0,2,19,23,289,67,0.9999991010454716,,,1.0,-2.99,0.04,3.03,0,11,41,296
exp2,v7g,A,0,0.05,0.0,3,19,23,329,74,0.9999999136941473,,,1.0,-3.0,0.03,3.02,0,9,39,275
exp2,v7g,A,0,0.05,0.0,4,19,23,343,82,0.9999999824210032,,,1.0,-3.0,0.02,3.01,0,6,36,293
exp2,v7g,A,0,0.05,0.0,5,19,23,315,80,0.9999994746768615,,,1.0,-3.0,0.02,3.02,0,9,39,324
exp2,v7g,A,0,0.05,0.0,6,19,24,360,77,0.997169829811617,,,1.0,-3.0,0.03,3.03,0,10,40,307
exp2,v7g,A,0,0.05,0.0,7,19,23,344,73,0.9999999948472712,,,1.0,-3.0,0.03,3.02,0,6,36,294
exp2,v7g,A,0,0.05,0.0,8,19,23,326,83,0.9999997695113746,,,1.0,-3.0,0.02,3.01,0,10,40,327
exp2,v7g,A,0,0.05,0.0,9,19,23,362,69,0.9999999989612864,,,1.0,-2.99,0.03,3.03,0,6,36,291
exp2,v7g,A,0,0.05,0.0,10,19,20,323,57,0.9999999777579993,,,1.0,-2.99,0.04,3.03,0,9,39,295
exp2,v7g,A,0,0.05,0.0,11,19,23,328,70,0.9999999659451164,,,1.0,-2.99,0.03,3.03,0,6,36,292
exp2,v7g,A,0,0.05,0.0,12,19,23,382,75,0.9999999996316513,,,1.0,-3.0,0.02,3.02,0,6,36,281
exp2,v7g,A,0,0.05,0.0,13,19,23,363,74,0.9999999975501981,,,1.0,-3.0,0.03,3.02,0,8,38,279
exp2,v7g,A,0,0.05,0.0,14,19,26,294,72,0.999999267931786,,,1.0,-2.99,0.04,3.03,0,11,41,313
exp2,v7g,A,0,0.05,0.0,15,19,23,314,70,0.9999999039748193,,,1.0,-2.99,0.03,3.03,0,9,39,313
exp2,v7g,A,0,0.05,0.0,16,19,23,381,63,0.9999999998194239,,,1.0,-2.99,0.05,3.04,0,7,37,250
exp2,v7g,A,0,0.05,0.0,17,19,19,310,67,0.9999998808899555,,,1.0,-2.99,0.03,3.02,0,9,39,292
exp2,v7g,A,0,0.05,0.0,18,19,20,309,67,0.9999998332841686,,,1.0,-2.99,0.03,3.03,0,11,41,319
exp2,v7g,A,0,0.05,0.0,19,19,23,349,60,0.9996309603557327,,,1.0,-2.99,0.08,3.07,0,10,40,322
exp2,v7g,A,0,0.05,0.0,20,19,23,349,77,0.9999999806368378,,,1.0,-3.0,0.02,3.02,0,6,36,330
exp2,v7g,A,1,0.05,0.0,1,24,22,323,67,0.9999998049845569,,,1.0,-2.99,0.04,3.03,0,10,40,325
exp2,v7g,A,1,0.05,0.0,2,24,22,293,75,0.999997261750032,,,1.0,-3.0,0.02,3.02,0,10,40,351
exp2,v7g,A,1,0.05,0.0,3,57,25,250,65,0.9987265734824927,,,1.0,-2.99,0.05,3.04,0,17,47,350
exp2,v7g,A,1,0.05,0.0,4,50,1,171,71,-3.1541156904128336,,,1.0,-2.99,0.09,3.08,0,8,38,440
exp2,v7g,A,1,0.05,0.0,5,23,23,366,75,0.999999994527669,,,1.0,-3.0,0.02,3.02,0,8,38,286
exp2,v7g,A,1,0.05,0.0,6,24,1,144,82,-4.301125146390385,,,1.0,-2.99,0.06,3.06,0,7,37,423
exp2,v7g,A,1,0.05,0.0,7,25,3,132,74,-4.183011574882297,,,1.0,-2.99,0.08,3.08,0,6,36,408
exp2,v7g,A,1,0.05,0.0,8,63,22,214,67,0.9564025910037948,,,1.0,-2.99,0.05,3.04,0,17,47,361
exp2,v7g,A,1,0.05,0.0,9,43,23,401,64,0.9990185231472597,,,-4.31,-2.99,0.05,3.04,0,6,36,479
exp2,v7g,A,1,0.05,0.0,10,47,24,359,69,0.9979934794057709,,,1.0,-2.99,0.05,3.04,0,12,42,337
exp2,v7g,A,1,0.05,0.0,11,47,17,373,60,0.998696344660751,,,1.0,-2.99,0.07,3.06,0,12,42,324
exp2,v7g,A,1,0.05,0.0,12,25,23,345,66,0.9999999774655166,,,1.0,-2.99,0.04,3.03,0,10,40,294
exp2,v7g,A,1,0.05,0.0,13,24,22,350,61,0.9999999810327439,,,1.0,-2.99,0.05,3.04,0,12,42,296
exp2,v7g,A,1,0.05,0.0,14,24,22,336,61,0.9999999773018431,,,1.0,-2.99,0.05,3.04,0,11,41,279
exp2,v7g,A,1,0.05,0.0,15,25,28,335,71,0.9999999198935968,,,1.0,-2.99,0.04,3.04,0,12,42,284
exp2,v7g,A,1,0.05,0.0,16,24,22,217,72,0.995915308293689,,,1.0,-3.0,0.03,3.03,0,10,40,385
exp2,v7g,A,1,0.05,0.0,17,24,23,370,74,0.9999999956973322,,,1.0,-3.0,0.03,3.02,0,8,38,315
exp2,v7g,A,1,0.05,0.0,18,51,,100,0,-4.1918167358380485,,,-3.69,-3.88,0.39,4.27,0,5,35,558
exp2,v7g,A,1,0.05,0.0,19,24,1,140,73,-4.305260071292238,,,1.0,-2.99,0.1,3.09,0,7,37,403
exp2,v7g,A,1,0.05,0.0,20,59,1,115,3,-4.0327518183291975,,,-3.83,-3.78,0.31,4.09,0,5,35,579
piso_025,v7g,A,0,1.0,0.25,1,19,16,293,71,0.999999186903076,,,1.0,-3.0,0.75,3.75,0,9,39,311
piso_025,v7g,A,0,1.0,0.25,2,19,23,289,67,0.9999991010454714,,,1.0,-2.99,0.75,3.74,0,11,41,296
piso_025,v7g,A,0,1.0,0.25,3,19,23,329,74,0.9999999136941471,,,1.0,-3.0,0.75,3.75,0,9,39,275
piso_025,v7g,A,0,1.0,0.25,4,19,23,343,82,0.9999999824210032,,,1.0,-3.0,0.75,3.75,0,6,36,293
piso_025,v7g,A,0,1.0,0.25,5,19,23,315,80,0.9999994746768615,,,1.0,-3.0,0.75,3.75,0,9,39,324
piso_025,v7g,A,0,1.0,0.25,6,19,24,360,77,0.9971698298116166,,,1.0,-3.0,0.75,3.75,0,10,40,307
piso_025,v7g,A,0,1.0,0.25,7,19,23,344,73,0.9999999948472715,,,1.0,-3.0,0.75,3.75,0,6,36,294
piso_025,v7g,A,0,1.0,0.25,8,19,23,326,83,0.9999997695113743,,,1.0,-3.0,0.75,3.75,0,10,40,327
piso_025,v7g,A,0,1.0,0.25,9,19,23,362,69,0.9999999989612867,,,1.0,-2.99,0.75,3.74,0,6,36,291
piso_025,v7g,A,0,1.0,0.25,10,19,20,323,57,0.9999999777579991,,,1.0,-2.99,0.75,3.74,0,9,39,295
piso_025,v7g,A,0,1.0,0.25,11,19,23,328,70,0.9999999659451159,,,1.0,-2.99,0.75,3.74,0,6,36,292
piso_025,v7g,A,0,1.0,0.25,12,19,23,382,75,0.9999999996316511,,,1.0,-3.0,0.75,3.75,0,6,36,281
piso_025,v7g,A,0,1.0,0.25,13,19,23,363,74,0.9999999975501979,,,1.0,-3.0,0.75,3.75,0,8,38,279
piso_025,v7g,A,0,1.0,0.25,14,19,26,294,72,0.999999267931786,,,1.0,-2.99,0.75,3.74,0,11,41,313
piso_025,v7g,A,0,1.0,0.25,15,19,23,314,70,0.9999999039748193,,,1.0,-2.99,0.75,3.74,0,9,39,313
piso_025,v7g,A,0,1.0,0.25,16,19,23,381,63,0.9999999998194238,,,1.0,-2.99,0.75,3.74,0,7,37,250
piso_025,v7g,A,0,1.0,0.25,17,19,19,310,67,0.9999998808899557,,,1.0,-2.99,0.75,3.74,0,9,39,292
piso_025,v7g,A,0,1.0,0.25,18,19,20,309,67,0.9999998332841687,,,1.0,-2.99,0.75,3.74,0,11,41,319
piso_025,v7g,A,0,1.0,0.25,19,19,23,349,60,0.9996309603557327,,,1.0,-2.99,0.75,3.74,0,10,40,322
piso_025,v7g,A,0,1.0,0.25,20,19,23,349,77,0.9999999806368377,,,1.0,-3.0,0.75,3.75,0,6,36,330
piso_025,v7g,A,1,1.0,0.25,1,24,22,323,67,0.9999998049845569,,,1.0,-2.99,0.75,3.74,0,10,40,325
piso_025,v7g,A,1,1.0,0.25,2,24,22,293,75,0.9999972617500317,,,1.0,-3.0,0.75,3.75,0,10,40,351
piso_025,v7g,A,1,1.0,0.25,3,57,25,250,65,0.998726573482493,,,1.0,-2.99,0.75,3.74,0,17,47,350
piso_025,v7g,A,1,1.0,0.25,4,50,1,171,71,-3.154115690412833,,,1.0,-2.99,0.75,3.74,0,8,38,440
piso_025,v7g,A,1,1.0,0.25,5,23,23,366,75,0.9999999945276691,,,1.0,-3.0,0.75,3.75,0,8,38,286
piso_025,v7g,A,1,1.0,0.25,6,24,1,144,82,-4.301125146390384,,,1.0,-2.99,0.75,3.74,0,7,37,423
piso_025,v7g,A,1,1.0,0.25,7,25,3,132,74,-4.183011574882297,,,1.0,-2.99,0.75,3.74,0,6,36,408
piso_025,v7g,A,1,1.0,0.25,8,63,22,214,67,0.9564025910037948,,,1.0,-2.99,0.75,3.74,0,17,47,361
piso_025,v7g,A,1,1.0,0.25,9,43,23,401,64,0.9990185231472597,,,-4.31,-2.99,0.75,3.74,0,6,36,479
piso_025,v7g,A,1,1.0,0.25,10,47,24,359,69,0.9979934794057704,,,1.0,-2.99,0.75,3.74,0,12,42,337
piso_025,v7g,A,1,1.0,0.25,11,47,17,373,60,0.9986963446607506,,,1.0,-2.99,0.75,3.74,0,12,42,324
piso_025,v7g,A,1,1.0,0.25,12,25,23,345,66,0.9999999774655166,,,1.0,-2.99,0.75,3.74,0,10,40,294
piso_025,v7g,A,1,1.0,0.25,13,24,22,350,61,0.999999981032744,,,1.0,-2.99,0.75,3.74,0,12,42,296
piso_025,v7g,A,1,1.0,0.25,14,24,22,336,61,0.9999999773018433,,,1.0,-2.99,0.75,3.74,0,11,41,279
piso_025,v7g,A,1,1.0,0.25,15,25,28,335,71,0.9999999198935967,,,1.0,-2.99,0.75,3.74,0,12,42,284
piso_025,v7g,A,1,1.0,0.25,16,24,22,217,72,0.9959153082936893,,,1.0,-3.0,0.75,3.75,0,10,40,385
piso_025,v7g,A,1,1.0,0.25,17,24,23,370,74,0.9999999956973323,,,1.0,-3.0,0.75,3.75,0,8,38,315
piso_025,v7g,A,1,1.0,0.25,18,51,,100,0,-4.191816735838049,,,-3.69,-3.88,1.06,4.94,0,5,35,558
piso_025,v7g,A,1,1.0,0.25,19,24,1,140,73,-4.305260071292238,,,1.0,-2.99,0.75,3.74,0,7,37,403
piso_025,v7g,A,1,1.0,0.25,20,59,1,115,3,-4.032751818329198,,,-3.83,-3.78,0.83,4.61,0,5,35,579
piso_050,v7g,A,0,1.0,0.5,1,19,16,293,71,0.9999991869030759,,,1.0,-3.0,1.5,4.5,0,9,39,311
piso_050,v7g,A,0,1.0,0.5,2,19,23,289,67,0.9999991010454714,,,1.0,-2.99,1.5,4.49,0,11,41,296
piso_050,v7g,A,0,1.0,0.5,3,19,23,329,74,0.9999999136941469,,,1.0,-3.0,1.5,4.5,0,9,39,275
piso_050,v7g,A,0,1.0,0.5,4,19,23,343,82,0.9999999824210032,,,1.0,-3.0,1.5,4.5,0,6,36,293
piso_050,v7g,A,0,1.0,0.5,5,19,23,315,80,0.9999994746768615,,,1.0,-3.0,1.5,4.5,0,9,39,324
piso_050,v7g,A,0,1.0,0.5,6,19,24,360,77,0.9971698298116163,,,1.0,-3.0,1.5,4.5,0,10,40,307
piso_050,v7g,A,0,1.0,0.5,7,19,23,344,73,0.9999999948472715,,,1.0,-3.0,1.5,4.5,0,6,36,294
piso_050,v7g,A,0,1.0,0.5,8,19,23,326,83,0.9999997695113743,,,1.0,-3.0,1.5,4.5,0,10,40,327
piso_050,v7g,A,0,1.0,0.5,9,19,23,362,69,0.9999999989612867,,,1.0,-2.99,1.5,4.49,0,6,36,291
piso_050,v7g,A,0,1.0,0.5,10,19,20,323,57,0.9999999777579993,,,1.0,-2.99,1.5,4.49,0,9,39,295
piso_050,v7g,A,0,1.0,0.5,11,19,23,328,70,0.9999999659451159,,,1.0,-2.99,1.5,4.49,0,6,36,292
piso_050,v7g,A,0,1.0,0.5,12,19,23,382,75,0.9999999996316511,,,1.0,-3.0,1.5,4.5,0,6,36,281
piso_050,v7g,A,0,1.0,0.5,13,19,23,363,74,0.9999999975501981,,,1.0,-3.0,1.5,4.5,0,8,38,279
piso_050,v7g,A,0,1.0,0.5,14,19,26,294,72,0.9999992679317857,,,1.0,-2.99,1.5,4.49,0,11,41,313
piso_050,v7g,A,0,1.0,0.5,15,19,23,314,70,0.9999999039748193,,,1.0,-2.99,1.5,4.49,0,9,39,313
piso_050,v7g,A,0,1.0,0.5,16,19,23,381,63,0.9999999998194242,,,1.0,-2.99,1.5,4.49,0,7,37,250
piso_050,v7g,A,0,1.0,0.5,17,19,19,310,67,0.9999998808899557,,,1.0,-2.99,1.5,4.49,0,9,39,292
piso_050,v7g,A,0,1.0,0.5,18,19,20,309,67,0.9999998332841686,,,1.0,-2.99,1.5,4.49,0,11,41,319
piso_050,v7g,A,0,1.0,0.5,19,19,23,349,60,0.9996309603557325,,,1.0,-2.99,1.5,4.49,0,10,40,322
piso_050,v7g,A,0,1.0,0.5,20,19,23,349,77,0.9999999806368377,,,1.0,-3.0,1.5,4.5,0,6,36,330
piso_050,v7g,A,1,1.0,0.5,1,24,22,323,67,0.9999998049845571,,,1.0,-2.99,1.5,4.49,0,10,40,325
piso_050,v7g,A,1,1.0,0.5,2,24,22,293,75,0.9999972617500317,,,1.0,-3.0,1.5,4.5,0,10,40,351
piso_050,v7g,A,1,1.0,0.5,3,57,25,250,65,0.9987265734824929,,,1.0,-2.99,1.5,4.49,0,17,47,350
