# fecha: 2026-09-15T12:10:18
# python: 3.14.2
# numpy: 2.4.3
# sha_cap: dc058e0a43216bf3
# sha_este: ef471cd7c97cc822
# sha_v6: 5f38f83cf49248a3
# sha_v7: 3db0475ef0ea95ce
# NS: 20
# N_EST: 20
# TOL: 0.3
# condiciones: {"v6_20k": "(False, 20000)", "v7_20k": "(True, 20000)", "v6_60k": "(False, 60000)", "v7_60k": "(True, 60000)"}
# estimulos: {"A": {"patron": "110100", "valencia": "comida", "R": 1.0}, "B": {"patron": "101010", "valencia": "veneno", "R": -3.0}, "C": {"patron": "011001", "valencia": "comida", "R": 1.0}, "D": {"patron": "001011", "valencia": "veneno", "R": -3.0}, "E05": {"patron": "111000", "valencia": "comida", "R": 1.0}, "E06": {"patron": "110010", "valencia": "veneno", "R": -3.0}, "E07": {"patron": "110001", "valencia": "comida", "R": 1.0}, "E08": {"patron": "101100", "valencia": "veneno", "R": -3.0}, "E09": {"patron": "101001", "valencia": "comida", "R": 1.0}, "E10": {"patron": "100110", "valencia": "veneno", "R": -3.0}, "E11": {"patron": "100101", "valencia": "comida", "R": 1.0}, "E12": {"patron": "100011", "valencia": "veneno", "R": -3.0}, "E13": {"patron": "011100", "valencia": "comida", "R": 1.0}, "E14": {"patron": "011010", "valencia": "veneno", "R": -3.0}, "E15": {"patron": "010110", "valencia": "comida", "R": 1.0}, "E16": {"patron": "010101", "valencia": "veneno", "R": -3.0}, "E17": {"patron": "010011", "valencia": "comida", "R": 1.0}, "E18": {"patron": "001110", "valencia": "veneno", "R": -3.0}, "E19": {"patron": "001101", "valencia": "comida", "R": 1.0}, "E20": {"patron": "000111", "valencia": "veneno", "R": -3.0}}
cond,seed,paso_t,n,t,celdas,splits,solap_medio,solap_max,e_n_mediana,estimulo,W,R,dev,vis_ac,mord_ac
v6_20k,2,20000,8,140000,30,0,0.821,2,0.093,E07,0.936,1.0,0.064,45,44
v6_20k,2,20000,8,140000,30,0,0.821,2,0.093,E08,-2.438,-3.0,0.562,592,9
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,A,0.992,1.0,0.008,303,303
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,B,-2.49,-3.0,0.51,24178,107
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,C,1.012,1.0,0.012,207,206
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,D,-2.185,-3.0,0.815,10219,84
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,E05,1.433,1.0,0.433,367,155
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,E06,-1.871,-3.0,1.129,2487,44
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,E07,0.979,1.0,0.021,63,62
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,E08,-2.755,-3.0,0.245,2379,16
v6_20k,2,20000,9,160000,30,0,0.917,2,0.433,E09,0.125,1.0,0.875,16,13
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,A,0.995,1.0,0.005,315,315
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,B,-2.361,-3.0,0.639,24545,110
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,C,1.006,1.0,0.006,222,221
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,D,-2.202,-3.0,0.798,10463,93
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,E05,1.483,1.0,0.483,378,166
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,E06,-1.986,-3.0,1.014,2857,54
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,E07,0.992,1.0,0.008,78,77
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,E08,-2.896,-3.0,0.104,3182,21
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,E09,0.557,1.0,0.443,28,24
v6_20k,2,20000,10,180000,30,0,0.822,2,0.463,E10,-4.316,-3.0,1.316,1962,0
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,A,0.996,1.0,0.004,323,323
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,B,-2.4,-3.0,0.6,24732,116
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,C,1.004,1.0,0.004,233,232
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,D,-2.291,-3.0,0.709,10673,100
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E05,1.44,1.0,0.44,386,174
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E06,-2.003,-3.0,0.997,2934,57
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E07,0.994,1.0,0.006,83,82
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E08,-3.015,-3.0,0.015,4800,23
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E09,0.736,1.0,0.264,35,31
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E10,-4.527,-3.0,1.527,4368,0
v6_20k,2,20000,11,200000,30,0,0.691,2,0.264,E11,0.909,1.0,0.091,6,6
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,A,0.998,1.0,0.002,333,333
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,B,-2.416,-3.0,0.584,25369,120
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,C,1.002,1.0,0.002,247,246
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,D,-2.396,-3.0,0.604,11169,108
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E05,1.341,1.0,0.341,399,187
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E06,-2.217,-3.0,0.783,3345,67
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E07,0.457,1.0,0.543,97,96
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E08,-3.079,-3.0,0.079,5645,25
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E09,0.858,1.0,0.142,45,40
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E10,-4.862,-3.0,1.862,5417,0
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E11,1.006,1.0,0.006,24,24
v6_20k,2,20000,12,220000,30,0,0.773,2,0.442,E12,-0.293,-3.0,2.707,11,10
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,A,1.12,1.0,0.12,342,342
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,B,-2.454,-3.0,0.546,26060,124
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,C,1.056,1.0,0.056,256,255
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,D,-2.47,-3.0,0.53,12206,114
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E05,1.261,1.0,0.261,411,199
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E06,-2.381,-3.0,0.619,4066,76
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E07,0.491,1.0,0.509,108,107
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E08,-3.037,-3.0,0.037,6004,26
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E09,0.911,1.0,0.089,53,48
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E10,-5.118,-3.0,2.118,6169,0
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E11,1.024,1.0,0.024,33,33
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E12,-0.372,-3.0,2.628,14,13
v6_20k,2,20000,13,240000,30,0,0.705,2,0.314,E13,0.686,1.0,0.314,8,8
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,A,1.186,1.0,0.186,352,352
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,B,-2.483,-3.0,0.517,26541,127
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,C,0.483,1.0,0.517,266,265
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,D,-2.605,-3.0,0.395,13370,125
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E05,1.222,1.0,0.222,419,207
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E06,-2.434,-3.0,0.566,4664,80
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E07,0.206,1.0,0.794,125,123
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E08,-3.011,-3.0,0.011,6445,28
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E09,0.943,1.0,0.057,62,57
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E10,-5.24,-3.0,2.24,7550,0
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E11,1.02,1.0,0.02,44,44
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E12,-0.954,-3.0,2.046,54,26
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E13,0.878,1.0,0.122,20,20
v6_20k,2,20000,14,260000,30,0,0.769,2,0.456,E14,-0.297,-3.0,2.703,9,8
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,A,1.191,1.0,0.191,362,361
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,B,-2.551,-3.0,0.449,27787,133
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,C,0.124,1.0,0.876,273,271
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,D,-2.609,-3.0,0.391,13955,127
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E05,1.18,1.0,0.18,429,217
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E06,-2.48,-3.0,0.52,5522,84
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E07,0.33,1.0,0.67,140,138
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E08,-3.07,-3.0,0.07,7297,29
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E09,0.975,1.0,0.025,78,73
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E10,-5.393,-3.0,2.393,8312,0
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E11,1.019,1.0,0.019,57,57
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E12,-1.227,-3.0,1.773,121,39
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E13,0.961,1.0,0.039,30,30
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E14,-0.734,-3.0,2.266,22,16
v6_20k,2,20000,15,280000,30,0,0.714,2,0.391,E15,1.095,1.0,0.095,11,11
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,A,1.088,1.0,0.088,372,371
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,B,-2.609,-3.0,0.391,28249,138
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,C,-0.12,1.0,1.12,294,283
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,D,-2.632,-3.0,0.368,14162,129
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E05,1.115,1.0,0.115,444,232
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E06,-2.538,-3.0,0.462,5849,88
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E07,0.621,1.0,0.379,155,153
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E08,-3.068,-3.0,0.068,8300,31
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E09,0.977,1.0,0.023,87,82
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E10,-5.507,-3.0,2.507,9137,0
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E11,1.008,1.0,0.008,75,75
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E12,-1.19,-3.0,1.81,231,55
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E13,0.899,1.0,0.101,36,36
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E14,-0.752,-3.0,2.248,62,24
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E15,1.021,1.0,0.021,26,26
v6_20k,2,20000,16,300000,30,0,0.658,2,0.373,E16,-1.027,-3.0,1.973,33,10
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,A,1.056,1.0,0.056,378,377
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,B,-2.629,-3.0,0.371,28806,140
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,C,-0.507,1.0,1.507,309,288
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,D,-2.684,-3.0,0.316,14711,134
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E05,1.082,1.0,0.082,455,243
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E06,-2.552,-3.0,0.448,6173,89
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E07,1.011,1.0,0.011,168,166
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E08,-3.033,-3.0,0.033,9422,33
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E09,0.981,1.0,0.019,98,93
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E10,-5.537,-3.0,2.537,9808,0
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E11,1.007,1.0,0.007,87,87
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E12,-0.872,-3.0,2.128,309,69
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E13,0.928,1.0,0.072,50,50
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E14,-1.074,-3.0,1.926,96,33
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E15,1.001,1.0,0.001,36,36
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E16,-1.767,-3.0,1.233,245,17
v6_20k,2,20000,17,320000,30,0,0.713,3,0.316,E17,-0.872,1.0,1.872,20,4
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,A,1.112,1.0,0.112,387,386
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,B,-2.627,-3.0,0.373,28920,140
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,C,-0.071,1.0,1.071,326,300
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,D,-2.728,-3.0,0.272,15435,139
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E05,1.061,1.0,0.061,465,253
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E06,-2.579,-3.0,0.421,6305,91
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E07,1.247,1.0,0.247,174,172
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E08,-3.028,-3.0,0.028,10917,35
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E09,0.983,1.0,0.017,105,100
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E10,-5.56,-3.0,2.56,11659,0
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E11,1.006,1.0,0.006,96,96
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E12,-0.607,-3.0,2.393,343,78
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E13,1.018,1.0,0.018,56,56
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E14,-0.768,-3.0,2.232,169,39
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E15,1.079,1.0,0.079,42,42
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E16,-2.117,-3.0,0.883,422,24
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E17,-0.607,1.0,1.607,35,9
v6_20k,2,20000,18,340000,30,0,0.667,3,0.323,E18,-4.02,-3.0,1.02,262,0
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,A,0.896,1.0,0.104,397,396
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,B,-2.647,-3.0,0.353,29071,142
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,C,-0.126,1.0,1.126,333,307
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,D,-2.752,-3.0,0.248,16032,142
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E05,1.042,1.0,0.042,477,265
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E06,-2.591,-3.0,0.409,6649,92
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E07,1.371,1.0,0.371,185,183
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E08,-3.02,-3.0,0.02,12191,38
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E09,1.434,1.0,0.434,116,111
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E10,-5.589,-3.0,2.589,12502,0
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E11,1.355,1.0,0.355,103,103
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E12,-0.38,-3.0,2.62,362,86
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E13,0.815,1.0,0.185,62,62
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E14,-0.532,-3.0,2.468,178,44
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E15,0.88,1.0,0.12,55,55
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E16,-1.827,-3.0,1.173,1654,34
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E17,-0.38,1.0,1.38,42,14
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E18,-3.721,-3.0,0.721,346,0
v6_20k,2,20000,19,360000,30,0,0.626,3,0.409,E19,-0.799,1.0,1.799,113,8
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,A,0.82,1.0,0.18,409,408
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,B,-2.687,-3.0,0.313,29425,146
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,C,-0.02,1.0,1.02,348,319
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,D,-2.767,-3.0,0.233,16385,144
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E05,1.04,1.0,0.04,479,267
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E06,-2.649,-3.0,0.351,7234,97
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E07,1.595,1.0,0.595,195,193
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E08,-2.999,-3.0,0.001,12430,38
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E09,1.505,1.0,0.505,126,121
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E10,-5.688,-3.0,2.688,13351,0
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E11,1.306,1.0,0.306,109,109
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E12,0.0,-3.0,3.0,372,94
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E13,0.754,1.0,0.246,73,73
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E14,-0.156,-3.0,2.844,192,55
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E15,0.795,1.0,0.205,65,65
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E16,-2.099,-3.0,0.901,1829,42
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E17,0.0,1.0,1.0,62,27
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E18,-3.724,-3.0,0.724,1877,0
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E19,-0.73,1.0,1.73,126,13
v6_20k,2,20000,20,380000,30,0,0.584,3,0.55,E20,-3.884,-3.0,0.884,212,0
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,A,0.869,1.0,0.131,416,415
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,B,-2.678,-3.0,0.322,29491,147
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,C,-0.082,1.0,1.082,349,320
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,D,-2.767,-3.0,0.233,16676,144
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E05,1.035,1.0,0.035,483,271
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E06,-2.68,-3.0,0.32,7399,100
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E07,1.439,1.0,0.439,205,203
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E08,-2.947,-3.0,0.053,12676,40
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E09,1.565,1.0,0.565,131,126
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E10,-5.711,-3.0,2.711,14210,0
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E11,1.256,1.0,0.256,115,115
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E12,0.0,-3.0,3.0,377,99
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E13,0.812,1.0,0.188,80,80
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E14,-0.126,-3.0,2.874,197,60
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E15,0.854,1.0,0.146,70,70
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E16,-1.962,-3.0,1.038,1916,45
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E17,0.0,1.0,1.0,66,30
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E18,-3.544,-3.0,0.544,2618,1
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E19,-0.441,1.0,1.441,134,17
v6_20k,2,20000,20,400000,30,0,0.584,3,0.492,E20,-3.76,-3.0,0.76,1841,0
v6_20k,3,20000,2,20000,30,0,0.0,0,0.06,A,1.0,1.0,0.0,105,105
v6_20k,3,20000,2,20000,30,0,0.0,0,0.06,B,-2.879,-3.0,0.121,4094,34
v6_20k,3,20000,3,40000,30,0,0.0,0,0.028,A,1.0,1.0,0.0,164,164
v6_20k,3,20000,3,40000,30,0,0.0,0,0.028,B,-2.948,-3.0,0.052,8263,43
v6_20k,3,20000,3,40000,30,0,0.0,0,0.028,C,0.972,1.0,0.028,38,38
v6_20k,3,20000,4,60000,30,0,0.5,2,0.229,A,1.0,1.0,0.0,197,197
v6_20k,3,20000,4,60000,30,0,0.5,2,0.229,B,-3.636,-3.0,0.636,10574,44
v6_20k,3,20000,4,60000,30,0,0.5,2,0.229,C,0.933,1.0,0.067,74,74
v6_20k,3,20000,4,60000,30,0,0.5,2,0.229,D,-2.609,-3.0,0.391,1846,16
v6_20k,3,20000,5,80000,30,0,0.7,2,0.197,A,1.0,1.0,0.0,225,225
v6_20k,3,20000,5,80000,30,0,0.7,2,0.197,B,-3.197,-3.0,0.197,13906,45
v6_20k,3,20000,5,80000,30,0,0.7,2,0.197,C,1.184,1.0,0.184,105,105
v6_20k,3,20000,5,80000,30,0,0.7,2,0.197,D,-2.607,-3.0,0.393,2618,25
v6_20k,3,20000,5,80000,30,0,0.7,2,0.197,E05,0.762,1.0,0.238,44,41
v6_20k,3,20000,6,100000,30,0,0.733,2,0.22,A,0.713,1.0,0.287,250,249
v6_20k,3,20000,6,100000,30,0,0.733,2,0.22,B,-2.847,-3.0,0.153,15649,48
v6_20k,3,20000,6,100000,30,0,0.733,2,0.22,C,1.017,1.0,0.017,140,140
v6_20k,3,20000,6,100000,30,0,0.733,2,0.22,D,-3.273,-3.0,0.273,3686,26
v6_20k,3,20000,6,100000,30,0,0.733,2,0.22,E05,0.834,1.0,0.166,73,70
v6_20k,3,20000,6,100000,30,0,0.733,2,0.22,E06,-2.0,-3.0,1.0,219,19
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,A,0.929,1.0,0.071,276,275
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,B,-2.782,-3.0,0.218,16922,51
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,C,0.998,1.0,0.002,174,174
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,D,-3.439,-3.0,0.439,5471,27
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,E05,0.912,1.0,0.088,103,100
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,E06,-2.43,-3.0,0.57,826,29
v6_20k,3,20000,7,120000,30,0,0.714,2,0.102,E07,0.898,1.0,0.102,14,14
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,A,0.429,1.0,0.571,298,297
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,B,-3.665,-3.0,0.665,18327,53
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,C,1.188,1.0,0.188,192,192
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,D,-3.311,-3.0,0.311,7507,29
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,E05,0.244,1.0,0.756,118,115
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,E06,-2.361,-3.0,0.639,2258,36
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,E07,1.13,1.0,0.13,35,35
v6_20k,3,20000,8,140000,30,0,0.643,2,0.605,E08,-2.157,-3.0,0.843,117,20
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,A,0.635,1.0,0.365,312,311
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,B,-3.595,-3.0,0.595,19568,53
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,C,1.237,1.0,0.237,200,200
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,D,-3.255,-3.0,0.255,10092,30
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,E05,0.402,1.0,0.598,128,125
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,E06,-2.437,-3.0,0.563,2659,42
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,E07,1.133,1.0,0.133,49,49
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,E08,-2.219,-3.0,0.781,436,25
v6_20k,3,20000,9,160000,30,0,0.667,2,0.563,E09,-3.503,1.0,4.503,1210,0
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,A,0.716,1.0,0.284,338,336
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,B,-3.546,-3.0,0.546,21965,53
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,C,1.288,1.0,0.288,208,208
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,D,-3.167,-3.0,0.167,10655,31
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,E05,0.557,1.0,0.443,141,138
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,E06,-2.766,-3.0,0.234,3166,47
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,E07,1.282,1.0,0.282,59,59
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,E08,-2.209,-3.0,0.791,766,31
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,E09,-3.621,1.0,4.621,2037,0
v6_20k,3,20000,10,180000,30,0,0.578,2,0.365,E10,-1.707,-3.0,1.293,38,9
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,A,0.894,1.0,0.106,365,363
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,B,-3.455,-3.0,0.455,22865,53
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,C,1.188,1.0,0.188,227,227
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,D,-3.048,-3.0,0.048,11037,32
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E05,0.685,1.0,0.315,161,158
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E06,-2.94,-3.0,0.06,3691,49
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E07,1.319,1.0,0.319,75,75
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E08,-2.027,-3.0,0.973,1346,39
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E09,-3.415,1.0,4.415,2989,0
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E10,-2.286,-3.0,0.714,349,17
v6_20k,3,20000,11,200000,30,0,0.545,2,0.319,E11,0.616,1.0,0.384,14,14
